src_port,dst_mac,dst_port,protocol,ip_version,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets
57058,08:00:27:df:0c:7e,80,6,4,586216,87,6373,586216,44,3527,1744237971418,1744238557634,586216,43,2846,66,7.325.287.356.321.840,1.828.979.788.742.610,234,66,801.590.909.090.909,23.850.252.967.132.100,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,681.646.511.627.907,7.521.267.439.651.960,15072,0,13.632.930.232.558.100,4.398.277.576.264.790,15072,1,1.395.752.380.952.380,3.895.593.409.432.560,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57060,08:00:27:df:0c:7e,80,6,4,586213,87,6377,586213,44,3531,1744237971421,1744238557634,586213,43,2846,66,7.329.885.057.471.260,18.290.367.869.537.000,234,66,8.025.000.000.000.000,23.824.088.845.165.200,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,681.643.023.255.814,7.521.275.504.375.720,15072,0,13.632.860.465.116.200,4.398.416.184.542.720,15072,0,13.957.452.380.952.300,38.957.598.163.205.000,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57074,08:00:27:df:0c:7e,80,6,4,586212,89,6513,586212,45,3601,1744237971422,1744238557634,586212,44,2912,66,731.797.752.808.989,15.079.005.421.259.700,201,66,8.002.222.222.222.220,18.880.592.355.028.600,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.661.499.999.999.990,7.504.184.636.419.280,15072,0,13323.0,4.808.401.678.070.830,15072,0,13.632.837.209.302.300,4.398.487.190.853.950,15072,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57082,08:00:27:df:0c:7e,80,6,4,586209,87,6375,586209,44,3529,1744237971425,1744238557634,586209,43,2846,66,7.327.586.206.896.550,18.286.282.605.156.100,234,66,8.020.454.545.454.540,23.831.364.466.742.600,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.383.720.930.230,7.521.293.066.501.420,15072,0,13.632.767.441.860.400,4.398.624.551.451.170,15072,1,13.957.357.142.857.100,3.896.008.932.362.100,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57086,08:00:27:df:0c:7e,80,6,4,586208,87,6383,586208,44,3537,1744237971426,1744238557634,586208,43,2846,66,7.336.781.609.195.400,18.308.159.918.290.200,234,66,8.038.636.363.636.360,2.381.050.765.610.500,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.372.093.023.250,7.521.303.199.104.460,15072,0,13.632.744.186.046.500,4.398.696.511.971.430,15072,0,13.957.333.333.333.300,3.896.094.195.953.150,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57100,08:00:27:df:0c:7e,80,6,4,586206,89,6512,586206,45,3600,1744237971428,1744238557634,586206,44,2912,66,7.316.853.932.584.270,15.076.498.836.280.500,201,66,80.0,1.888.481.833.739.370,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.661.431.818.181.810,75.041.977.230.455.500,15072,0,13.322.863.636.363.600,4.808.709.107.785.380,15072,0,13.632.697.674.418.600,4.398.841.576.591.140,15072,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57108,08:00:27:df:0c:7e,80,6,4,586204,87,6377,586204,44,3531,1744237971430,1744238557634,586204,43,2846,66,7.329.885.057.471.260,1.828.400.937.058.000,234,66,8.024.999.999.999.990,23.814.325.374.094.800,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.325.581.395.340,7.521.274.065.165.940,15071,0,13.632.651.162.790.600,4.398.906.411.087.930,15072,1,13.957.238.095.238.000,38.963.450.654.115.900,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57112,08:00:27:df:0c:7e,80,6,4,586203,89,6509,586203,45,3597,1744237971432,1744238557635,586203,44,2912,66,7.313.483.146.067.410,15.061.382.747.123.900,201,66,7.993.333.333.333.330,18.885.299.718.419.700,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.661.397.727.272.720,7.504.227.229.452.680,15072,0,13.322.795.454.545.400,4.808.898.909.795.250,15072,0,13.632.627.906.976.700,4.399.059.033.709.340,15072,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57118,08:00:27:df:0c:7e,80,6,4,586201,87,6374,586201,44,3528,1744237971434,1744238557635,586201,43,2846,66,7.326.436.781.609.190,18.284.228.665.974.600,234,66,8.018.181.818.181.820,23.834.968.182.173.900,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.290.697.674.420,7.521.352.365.673.230,15072,0,13.632.581.395.348.800,4.399.124.903.413.870,15072,0,13.957.166.666.666.600,38.966.038.553.708.600,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57128,08:00:27:df:0c:7e,80,6,4,586200,89,6509,586200,45,3597,1744237971435,1744238557635,586200,44,2912,66,7.313.483.146.067.410,15.062.137.216.480.500,201,66,7.993.333.333.333.330,18.886.503.117.305.700,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.661.363.636.363.630,7.504.280.038.799.950,15071,0,13.322.727.272.727.200,4.809.016.920.103.680,15071,0,13.632.558.139.534.800,4.399.195.885.950.960,15071,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57134,08:00:27:df:0c:7e,80,6,4,586199,87,6382,586199,44,3536,1744237971437,1744238557635,586198,43,2846,66,7.335.632.183.908.040,18.306.166.842.169.700,234,66,8.036.363.636.363.630,23.814.292.082.688.000,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.267.441.860.460,7.521.349.339.868.430,15072,0,13.632.534.883.720.900,4.399.188.222.457.780,15072,0,13.957.095.238.095.200,389.676.849.741.113,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57140,08:00:27:df:0c:7e,80,6,4,586196,89,6508,586196,45,3596,1744237971439,1744238557635,586196,44,2912,66,7.312.359.550.561.790,15.066.383.580.612.800,201,66,7.991.111.111.111.110,18.901.445.618.381.800,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.661.318.181.818.180,7.504.250.649.174.940,15071,0,13.322.636.363.636.300,48.091.985.557.278,15071,0,1.363.246.511.627.900,43.993.254.047.196.000,15071,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57156,08:00:27:df:0c:7e,80,6,4,586194,87,6376,586194,44,3530,1744237971441,1744238557635,586194,43,2846,66,732.873.563.218.391,18.295.957.137.599.000,234,66,8.022.727.272.727.270,23.839.447.118.182.800,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,681.620.930.232.558,7.521.354.502.726.030,15071,0,13.632.418.604.651.100,4.399.471.739.027.620,15071,0,13.957.000.000.000.000,38.970.191.985.858.000,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57168,08:00:27:df:0c:7e,80,6,4,586193,89,6509,586193,45,3597,1744237971442,1744238557635,586193,44,2912,66,7.313.483.146.067.410,15.061.382.747.123.900,201,66,7.993.333.333.333.330,1.888.529.971.841.970,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.661.284.090.909.090,7.504.280.796.631.110,15071,0,13.322.568.181.818.100,4.809.244.800.733.540,15071,0,13.632.395.348.837.200,4.399.462.662.749.870,15071,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57180,08:00:27:df:0c:7e,80,6,4,586191,87,6376,586191,44,3530,1744237971444,1744238557635,586191,43,2846,66,7.328.735.632.183.900,18.295.321.581.401.800,234,66,8.022.727.272.727.270,23.838.471.580.047.300,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.174.418.604.650,75.213.382.573.173.000,15071,0,13.632.348.837.209.300,4.399.607.849.860.950,15072,1,13.956.928.571.428.500,38.971.826.683.991.900,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57190,08:00:27:df:0c:7e,80,6,4,586191,87,6381,586190,44,3535,1744237971446,1744238557636,586190,43,2846,66,733.448.275.862.069,18.298.448.012.857,234,66,8.034.090.909.090.910,23.809.264.546.056.400,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,681.617.441.860.465,7.521.361.439.951.990,15071,0,13.632.325.581.395.300,4.399.680.192.495.220,15071,0,13.956.904.761.904.700,3.897.362.371.415.200,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57198,08:00:27:df:0c:7e,80,6,4,586189,87,6376,586189,44,3530,1744237971447,1744238557636,586189,43,2846,66,7.328.735.632.183.900,1.828.832.900.550.010,234,66,8.022.727.272.727.270,23.827.738.024.532.400,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,68.161.511.627.906.900,7.521.406.210.070.090,15071,0,13.632.302.325.581.300,4.399.753.870.469.200,15071,0,13.956.880.952.380.900,38.973.556.150.754.300,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57214,08:00:27:df:0c:7e,80,6,4,586188,87,6379,586188,44,3533,1744237971448,1744238557636,586188,43,2846,66,7.332.183.908.045.970,1.830.141.324.627.720,234,66,8.029.545.454.545.450,23.827.460.750.887.700,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,681.613.953.488.372,7.521.392.573.129.290,15071,0,13.632.279.069.767.400,4.399.825.041.573.380,15071,1,13.956.857.142.857.100,3.897.439.932.555.030,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57226,08:00:27:df:0c:7e,80,6,4,586186,87,6375,586186,44,3529,1744237971450,1744238557636,586186,43,2846,66,7.327.586.206.896.540,1.828.564.671.270.020,234,66,8.020.454.545.454.540,2.383.038.859.772.990,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.116.279.069.760,7.521.437.050.455.660,15070,0,13.632.232.558.139.500,4.399.971.221.968.710,15070,0,13.956.809.523.809.500,3.897.613.060.911.760,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57240,08:00:27:df:0c:7e,80,6,4,586184,87,6375,586184,44,3529,1744237971452,1744238557636,586184,43,2846,66,7.327.586.206.896.550,18.293.275.963.291.100,234,66,8.020.454.545.454.540,23.842.096.389.657.000,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.093.023.255.810,7.521.434.543.439.490,15071,0,13.632.186.046.511.600,4.400.036.316.169.460,15071,0,13.956.761.904.761.900,38.976.923.992.907.500,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57256,08:00:27:df:0c:7e,80,6,4,586182,87,6375,586182,44,3529,1744237971454,1744238557636,586182,43,2846,66,7.327.586.206.896.540,1.828.564.671.270.020,234,66,8.020.454.545.454.540,23.830.388.597.729.900,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.069.767.441.860,7.521.431.656.259.400,15071,0,1.363.213.953.488.370,44.001.812.927.012.300,15071,0,13.956.714.285.714.200,3.897.864.382.664.510,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57268,08:00:27:df:0c:7e,80,6,4,586181,89,6512,586181,45,3600,1744237971455,1744238557636,586181,44,2912,66,7.316.853.932.584.270,1.506.292.555.419.680,201,66,80.0,18.863.143.476.583.600,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.661.147.727.272.720,75.043.301.929.347.700,15071,0,13.322.295.454.545.400,4.809.932.894.080.770,15072,0,13.632.116.279.069.700,4.400.172.551.861.710,15071,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57274,08:00:27:df:0c:7e,80,6,4,586179,87,6381,586179,44,3535,1744237971457,1744238557636,586179,43,2846,66,7.334.482.758.620.680,1.830.416.624.719.110,234,66,803.409.090.909.091,23.818.053.717.196.600,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.034.883.720.920,7.521.462.541.519.080,15071,0,13.632.069.767.441.800,4.400.317.582.669.450,15071,1,13.956.642.857.142.800,3.898.027.811.670.600,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57290,08:00:27:df:0c:7e,80,6,4,586177,87,6380,586177,44,3534,1744237971459,1744238557636,586177,43,2846,66,7.333.333.333.333.330,18.302.158.130.888.800,234,66,8.031.818.181.818.180,2.382.179.257.042.800,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.011.627.906.970,7.521.436.678.304.580,15070,0,1.363.202.325.581.390,4.400.383.416.673.140,15071,0,13.956.595.238.095.200,3.898.107.990.466.990,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57306,08:00:27:df:0c:7e,80,6,4,586176,87,6378,586176,44,3532,1744237971461,1744238557637,586176,43,2846,66,7.331.034.482.758.620,1.829.939.022.038.300,234,66,8.027.272.727.272.720,2.383.115.377.113.380,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.000.000.000.000,752.149.375.652.282,15071,0,13.632.000.000.000.000,4.400.536.201.094.450,15071,0,13.956.571.428.571.400,3.898.286.710.243.520,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57310,08:00:27:df:0c:7e,80,6,4,586175,87,6375,586175,44,3529,1744237971462,1744238557637,586175,43,2846,66,7.327.586.206.896.550,18.286.282.605.156.100,234,66,8.020.454.545.454.540,23.831.364.466.742.600,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.988.372.093.020,7.521.503.725.584.450,15070,0,13.631.976.744.186.000,440.060.756.350.958,15070,1,13.956.547.619.047.600,38.983.712.621.654.000,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57326,08:00:27:df:0c:7e,80,6,4,586174,87,6382,586174,44,3536,1744237971463,1744238557637,586174,43,2846,66,7.335.632.183.908.040,18.306.166.842.169.700,234,66,8.036.363.636.363.630,23.814.292.082.688.000,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.976.744.186.040,7.521.490.833.099.110,15071,0,13.631.953.488.372.000,4.400.599.845.223.960,15071,1,1.395.652.380.952.380,3.898.364.367.695.980,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57342,08:00:27:df:0c:7e,80,6,4,586172,87,6381,586172,44,3535,1744237971465,1744238557637,586172,43,2846,66,7.334.482.758.620.680,1.830.480.149.629.500,234,66,803.409.090.909.091,23.819.030.091.571.100,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,68.159.534.883.720.900,75.215.117.831.253.500,15070,0,13.631.906.976.744.100,4.400.746.066.693.870,15070,0,13.956.476.190.476.100,38.985.375.133.916.100,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57358,08:00:27:df:0c:7e,80,6,4,586171,87,6380,586171,44,3534,1744237971466,1744238557637,586171,43,2846,66,7.333.333.333.333.330,18.302.793.449.690.000,234,66,8.031.818.181.818.180,23.822.768.791.565.800,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.941.860.465.110,7.521.451.554.766.380,15070,0,13.631.883.720.930.200,4.400.818.534.303.760,15070,0,1.395.645.238.095.230,38.986.235.482.344.000,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57370,08:00:27:df:0c:7e,80,6,4,586170,87,6380,586170,44,3534,1744237971467,1744238557637,586170,43,2846,66,7.333.333.333.333.330,18.302.158.130.888.800,234,66,8.031.818.181.818.180,2.382.179.257.042.800,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.930.232.558.130,75.215.092.193.157.400,15070,0,13.631.860.465.116.200,4.400.810.951.141.330,15070,0,13.956.428.571.428.500,38.986.166.035.662.900,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57372,08:00:27:df:0c:7e,80,6,4,586169,87,6381,586169,44,3535,1744237971469,1744238557637,586168,43,2846,66,7.334.482.758.620.680,18.304.166.247.191.100,234,66,8.034.090.909.090.910,23.818.053.717.196.600,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.918.604.651.160,7.521.519.302.429.940,15070,0,13.631.837.209.302.300,4.400.882.703.288.770,15070,0,1.395.638.095.238.090,38.987.889.110.962.200,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57378,08:00:27:df:0c:7e,80,6,4,586167,87,6376,586167,44,3530,1744237971470,1744238557637,586167,43,2846,66,7.328.735.632.183.900,18.287.693.184.200.800,234,66,8.022.727.272.727.270,2.382.676.200.699.210,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.895.348.837.200,7.521.517.012.238.280,15070,0,13.631.790.697.674.400,4.400.948.531.732.560,15070,0,13.956.357.142.857.100,38.987.817.848.557.900,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57382,08:00:27:df:0c:7e,80,6,4,586165,87,6376,586165,44,3530,1744237971472,1744238557637,586165,43,2846,66,7.328.735.632.183.900,18.289.600.581.787.600,234,66,8.022.727.272.727.270,23.829.689.939.685.800,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.872.093.023.250,7.521.537.650.673.970,15070,0,13.631.744.186.046.500,4.401.093.663.284.280,15070,0,13.956.309.523.809.500,389.895.366.506.786,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57396,08:00:27:df:0c:7e,80,6,4,586164,87,6371,586164,44,3525,1744237971473,1744238557637,586164,43,2846,66,732.298.850.574.713,18.280.566.088.014.400,234,66,8.011.363.636.363.630,23.849.543.810.264.300,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,681.586.046.511.628,7.521.524.146.486.750,15071,0,13.631.720.930.232.500,440.116.525.330.877,15071,1,13.956.285.714.285.700,3.898.945.569.063.850,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57398,08:00:27:df:0c:7e,80,6,4,586163,89,6517,586163,45,3605,1744237971475,1744238557638,586163,44,2912,66,7.322.471.910.112.350,15.081.409.996.317.200,201,66,801.111.111.111.111,18.851.359.032.540.200,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,666.094.318.181.818,7.504.393.793.979.990,15070,0,13.321.886.363.636.300,4.810.785.760.969.740,15070,0,13.631.697.674.418.600,4.401.237.469.572.150,15070,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57408,08:00:27:df:0c:7e,80,6,4,586162,87,6372,586162,44,3526,1744237971476,1744238557638,586162,43,2846,66,7.324.137.931.034.480,18.282.006.350.915.500,234,66,8.013.636.363.636.360,23.845.033.522.279.700,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,68.158.372.093.023.200,7.521.568.268.668.850,15071,0,1.363.167.441.860.460,44.013.101.768.025,15071,1,13.956.238.095.238.000,38.992.101.126.899.500,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57410,08:00:27:df:0c:7e,80,6,4,586160,87,6379,586160,44,3533,1744237971478,1744238557638,586160,43,2846,66,7.332.183.908.045.970,1.828.806.590.971.250,234,66,8.029.545.454.545.450,23.806.955.740.897.400,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.813.953.488.370,7.521.566.056.443.960,15070,0,13.631.627.906.976.700,4.401.376.267.569.770,15070,0,1.395.619.047.619.040,3.899.290.593.629.250,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57412,08:00:27:df:0c:7e,80,6,4,586158,87,6373,586158,44,3527,1744237971480,1744238557638,586158,43,2846,66,732.528.735.632.184,1.829.106.936.159.840,234,66,801.590.909.090.909,2.385.220.303.980.340,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,681.579.069.767.442,7.521.586.724.208.840,15070,0,13.631.581.395.348.800,4.401.521.486.034.860,15070,0,13.956.142.857.142.800,38.994.625.681.698.000,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57424,08:00:27:df:0c:7e,80,6,4,586156,87,6381,586156,44,3535,1744237971482,1744238557638,586156,43,2846,66,7.334.482.758.620.690,1.829.781.254.317.780,234,66,803.409.090.909.091,23.808.287.771.198.300,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.767.441.860.460,7.521.607.438.767.820,15071,0,1.363.153.488.372.090,4.401.666.861.481.950,15071,0,13.956.095.238.095.200,38.996.347.221.654.200,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57440,08:00:27:df:0c:7e,80,6,4,586155,87,6378,586155,44,3532,1744237971483,1744238557638,586155,43,2846,66,7.331.034.482.758.620,1.829.176.351.996.730,234,66,8.027.272.727.272.720,2.381.944.060.066.350,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.755.813.953.480,7.521.547.362.604.780,15070,0,13.631.511.627.906.900,4.401.658.845.156.820,15070,0,13.956.071.428.571.400,3.899.627.551.902.100,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57446,08:00:27:df:0c:7e,80,6,4,586153,87,6378,586153,44,3532,1744237971485,1744238557638,586153,43,2846,66,733.103.448.275.862,18.292.399.199.786.800,234,66,8.027.272.727.272.720,23.820.416.918.191.100,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.732.558.139.530,7.521.615.218.311.770,15071,0,1.363.146.511.627.900,4.401.804.366.765.740,15071,0,13.956.023.809.523.800,3.899.799.804.043.070,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57456,08:00:27:df:0c:7e,80,6,4,586151,87,6380,586151,44,3534,1744237971487,1744238557638,586151,43,2846,66,7.333.333.333.333.330,1.829.580.372.950.380,234,66,8.031.818.181.818.180,23.812.028.157.832.900,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.709.302.325.580,7.521.565.723.839.020,15071,0,13.631.418.604.651.100,440.186.951.209.942,15071,0,13.955.976.190.476.100,38.998.794.570.995.500,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57458,08:00:27:df:0c:7e,80,6,4,586149,87,6382,586149,44,3536,1744237971489,1744238557638,586149,43,2846,66,7.335.632.183.908.040,18.294.729.836.818.900,234,66,8.036.363.636.363.630,23.796.707.715.506.600,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.686.046.511.630,7.521.609.926.638.630,15071,0,13.631.372.093.023.200,4.402.014.960.832.490,15071,0,13.955.928.571.428.500,39.000.515.030.549.000,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57460,08:00:27:df:0c:7e,80,6,4,586147,89,6506,586147,45,3594,1744237971491,1744238557638,586147,44,2912,66,7.310.112.359.550.560,1.505.448.056.516.140,201,66,7.986.666.666.666.660,18.898.773.408.971.100,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.660.761.363.636.360,750.455.337.486.457,15071,0,13.321.522.727.272.700,4.811.586.468.963.080,15071,0,13.631.325.581.395.300,4.402.160.328.536.380,15071,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57462,08:00:27:df:0c:7e,80,6,4,586146,87,6379,586146,44,3533,1744237971492,1744238557638,586146,43,2846,66,7.332.183.908.045.970,18.300.142.490.786.900,234,66,8.029.545.454.545.450,238.255.086.531.071,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,68.156.511.627.906.900,752.164.100.644.415,15071,0,13.631.302.325.581.300,4.402.151.598.041.270,15071,1,13.955.857.142.857.100,3.900.215.494.805.810,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57464,08:00:27:df:0c:7e,80,6,4,586144,89,6511,586144,45,3599,1744237971494,1744238557638,586144,44,2912,66,7.315.730.337.078.650,15.074.737.202.898.900,201,66,7.997.777.777.777.770,18.890.219.798.626.000,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.660.727.272.727.270,750.456.003.094.773,15071,0,13.321.454.545.454.500,4.811.704.051.747.850,15071,0,13.631.255.813.953.400,440.229.693.343.645,15071,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57474,08:00:27:df:0c:7e,80,6,4,586142,89,6510,586142,45,3598,1744237971496,1744238557638,586142,44,2912,66,7.314.606.741.573.030,15.064.671.617.726.900,201,66,7.995.555.555.555.550,1.888.235.775.382.490,201,66,661.818.181.818.182,12.060.453.783.110.500,74,0,6.660.704.545.454.540,7.504.557.066.361.600,15070,0,1.332.140.909.090.900,4.811.759.081.319.390,15070,0,13.631.209.302.325.500,44.023.618.636.998.700,15070,2,0,0,0,88,43,0,0,1,44,43,0,0,1,44,0,0,0
57476,08:00:27:df:0c:7e,80,6,4,586140,87,6381,586140,44,3535,1744237971498,1744238557638,586140,43,2846,66,7.334.482.758.620.680,18.304.166.247.191.100,234,66,8.034.090.909.090.910,2.381.805.371.719.660,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.581.395.348.830,7.521.656.753.457.060,15071,0,13.631.162.790.697.600,4.402.508.407.986.520,15071,0,13.955.714.285.714.200,3.900.640.174.386.100,15071,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57486,08:00:27:df:0c:7e,80,6,4,586138,87,6379,586138,44,3533,1744237971500,1744238557638,586138,43,2846,66,7.332.183.908.045.970,1.829.378.738.926.330,234,66,8.029.545.454.545.450,2.381.574.576.409.920,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.558.139.534.880,7.521.677.690.835.690,15070,0,13.631.116.279.069.700,4.402.573.334.124.910,15070,0,13.955.666.666.666.600,3.900.719.343.707.510,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57500,08:00:27:df:0c:7e,80,6,4,586137,87,6380,586137,44,3534,1744237971501,1744238557638,586137,43,2846,66,7.333.333.333.333.330,18.302.158.130.888.800,234,66,8.031.818.181.818.180,23.821.792.570.428.000,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.815.546.511.627.900,75.216.877.856.548.900,15070,0,13.631.093.023.255.800,4.402.646.059.414.040,15070,1,13.955.642.857.142.800,3.900.804.343.705.860,15070,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
